Field1,Field2_text,Field2_links,Field3,Field4,Field5
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$61,088,747,491.29","$3,487.95"
2,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$12,699,646,520.02",$0.31
3,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$11,263,815,609.94",$107.61
4,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,120,782,710.68",$2.34
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$2,051,265,821.58",$116.56
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$2,033,605,783.30",$1.01
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$1,978,856,938.99",$32.83
8,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,751,407,526.17",$0.03
9,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,602,022,105.56",$0.08
10,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,132,412,158.75",$64.35
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,002,816,587.79",$0.04
12,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$847,729,319.43",$6.56
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$732,932,070.76",$43.72
14,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$720,086,989.68",$0.26
15,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$580,896,463.23",$67.49
16,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$457,113,160.06",$7.03
17,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$426,539,328.95",$3.95
18,NEM,https://coinmarketcap.com/currencies/nem/,XEM,"$368,880,644.42",$0.04
19,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$303,077,424.57",$1.02
20,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,"$282,886,027.54",$48.75
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$61,088,747,491.29","$3,487.95"
2,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$12,699,646,520.02",$0.31
3,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$11,263,815,609.94",$107.61
4,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,120,782,710.68",$2.34
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$2,051,265,821.58",$116.56
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$2,033,605,783.30",$1.01
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$1,978,856,938.99",$32.83
8,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,751,407,526.17",$0.03
9,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,602,022,105.56",$0.08
10,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,132,412,158.75",$64.35
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,002,816,587.79",$0.04
12,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$847,729,319.43",$6.56
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$732,932,070.76",$43.72
14,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$720,086,989.68",$0.26
15,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$580,896,463.23",$67.49
16,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$457,113,160.06",$7.03
17,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$426,539,328.95",$3.95
18,NEM,https://coinmarketcap.com/currencies/nem/,XEM,"$368,880,644.42",$0.04
19,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$303,077,424.57",$1.02
20,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,"$282,886,027.54",$48.75
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$61,088,747,491.29","$3,487.95"
2,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$12,699,646,520.02",$0.31
3,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$11,263,815,609.94",$107.61
4,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,120,782,710.68",$2.34
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$2,051,265,821.58",$116.56
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$2,033,605,783.30",$1.01
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$1,978,856,938.99",$32.83
8,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,751,407,526.17",$0.03
9,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,602,022,105.56",$0.08
10,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,132,412,158.75",$64.35
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,002,816,587.79",$0.04
12,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$847,729,319.43",$6.56
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$732,932,070.76",$43.72
14,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$720,086,989.68",$0.26
15,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$580,896,463.23",$67.49
16,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$457,113,160.06",$7.03
17,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$426,539,328.95",$3.95
18,NEM,https://coinmarketcap.com/currencies/nem/,XEM,"$368,880,644.42",$0.04
19,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$303,077,424.57",$1.02
20,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,"$282,886,027.54",$48.75
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$61,088,747,491.29","$3,487.95"
2,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$12,699,646,520.02",$0.31
3,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$11,263,815,609.94",$107.61
4,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,120,782,710.68",$2.34
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$2,051,265,821.58",$116.56
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$2,033,605,783.30",$1.01
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$1,978,856,938.99",$32.83
8,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,751,407,526.17",$0.03
9,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,602,022,105.56",$0.08
10,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,132,412,158.75",$64.35
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,002,816,587.79",$0.04
12,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$847,729,319.43",$6.56
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$732,932,070.76",$43.72
14,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$720,086,989.68",$0.26
15,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$580,896,463.23",$67.49
16,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$457,113,160.06",$7.03
17,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$426,539,328.95",$3.95
18,NEM,https://coinmarketcap.com/currencies/nem/,XEM,"$368,880,644.42",$0.04
19,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$303,077,424.57",$1.02
20,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,"$282,886,027.54",$48.75
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$61,088,747,491.29","$3,487.95"
2,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$12,699,646,520.02",$0.31
3,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$11,263,815,609.94",$107.61
4,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,120,782,710.68",$2.34
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$2,051,265,821.58",$116.56
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$2,033,605,783.30",$1.01
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$1,978,856,938.99",$32.83
8,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,751,407,526.17",$0.03
9,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,602,022,105.56",$0.08
10,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,132,412,158.75",$64.35
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,002,816,587.79",$0.04
12,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$847,729,319.43",$6.56
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$732,932,070.76",$43.72
14,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$720,086,989.68",$0.26
15,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$580,896,463.23",$67.49
16,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$457,113,160.06",$7.03
17,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$426,539,328.95",$3.95
18,NEM,https://coinmarketcap.com/currencies/nem/,XEM,"$368,880,644.42",$0.04
19,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$303,077,424.57",$1.02
20,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,"$282,886,027.54",$48.75
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$61,088,747,491.29","$3,487.95"
2,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$12,699,646,520.02",$0.31
3,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$11,263,815,609.94",$107.61
4,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,120,782,710.68",$2.34
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$2,051,265,821.58",$116.56
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$2,033,605,783.30",$1.01
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$1,978,856,938.99",$32.83
8,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,751,407,526.17",$0.03
9,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,602,022,105.56",$0.08
10,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,132,412,158.75",$64.35
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,002,816,587.79",$0.04
12,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$847,729,319.43",$6.56
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$732,932,070.76",$43.72
14,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$720,086,989.68",$0.26
15,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$580,896,463.23",$67.49
16,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$457,113,160.06",$7.03
17,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$426,539,328.95",$3.95
18,NEM,https://coinmarketcap.com/currencies/nem/,XEM,"$368,880,644.42",$0.04
19,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$303,077,424.57",$1.02
20,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,"$282,886,027.54",$48.75
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$61,088,747,491.29","$3,487.95"
2,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$12,699,646,520.02",$0.31
3,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$11,263,815,609.94",$107.61
4,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,120,782,710.68",$2.34
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$2,051,265,821.58",$116.56
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$2,033,605,783.30",$1.01
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$1,978,856,938.99",$32.83
8,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,751,407,526.17",$0.03
9,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,602,022,105.56",$0.08
10,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,132,412,158.75",$64.35
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,002,816,587.79",$0.04
12,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$847,729,319.43",$6.56
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$732,932,070.76",$43.72
14,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$720,086,989.68",$0.26
15,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$580,896,463.23",$67.49
16,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$457,113,160.06",$7.03
17,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$426,539,328.95",$3.95
18,NEM,https://coinmarketcap.com/currencies/nem/,XEM,"$368,880,644.42",$0.04
19,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$303,077,424.57",$1.02
20,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,"$282,886,027.54",$48.75
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$61,088,747,491.29","$3,487.95"
2,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$12,699,646,520.02",$0.31
3,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$11,263,815,609.94",$107.61
4,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,120,782,710.68",$2.34
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$2,051,265,821.58",$116.56
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$2,033,605,783.30",$1.01
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$1,978,856,938.99",$32.83
8,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,751,407,526.17",$0.03
9,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,602,022,105.56",$0.08
10,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,132,412,158.75",$64.35
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,002,816,587.79",$0.04
12,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$847,729,319.43",$6.56
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$732,932,070.76",$43.72
14,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$720,086,989.68",$0.26
15,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$580,896,463.23",$67.49
16,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$457,113,160.06",$7.03
17,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$426,539,328.95",$3.95
18,NEM,https://coinmarketcap.com/currencies/nem/,XEM,"$368,880,644.42",$0.04
19,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$303,077,424.57",$1.02
20,Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,"$282,886,027.54",$48.75
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$130,580,829,149.59","$7,200.17"
2,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$14,271,059,633.08",$130.80
3,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$8,349,802,256.49",$0.19
4,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$4,107,371,140.39",$1.00
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$3,719,917,644.43",$204.40
6,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$2,679,229,283.81",$42.02
7,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,459,275,339.82",$2.60
8,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$2,129,155,037.08",$13.69
9,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$1,756,282,440.14",$97.20
10,Tezos,https://coinmarketcap.com/currencies/tezos/,XTZ,"$951,188,893.50",$1.37
11,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$911,500,591.59",$0.05
12,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$883,513,371.29",$0.01
13,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$867,464,516.20",$0.03
14,Cosmos,https://coinmarketcap.com/currencies/cosmos/,ATOM,"$835,245,526.83",$4.38
15,UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,LEO,"$819,549,223.54",$0.82
16,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$795,254,585.54",$45.75
17,Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,HT,"$679,442,489.10",$2.82
18,Chainlink,https://coinmarketcap.com/currencies/chainlink/,LINK,"$632,324,085.53",$1.81
19,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$624,197,830.80",$8.85
20,999,https://coinmarketcap.com/currencies/999-coin/,999,"$610,270,984.21",$2.81
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$170,900,662,180.11","$9,392.88"
2,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$20,116,913,727.95",$183.67
3,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$10,548,109,280.56",$0.24
4,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$6,955,699,068.23",$381.01
5,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$5,086,094,873.05",$278.65
6,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$4,648,011,884.00",$1.00
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$4,531,596,557.01",$70.82
8,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$3,955,723,016.34",$4.16
9,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$2,833,617,692.69",$18.22
10,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,454,290,892.69",$0.06
11,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$1,342,452,894.20",$11.54
12,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$1,277,954,138.76",$73.34
13,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,271,241,659.38",$0.02
14,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,213,096,236.39",$0.06
15,Tezos,https://coinmarketcap.com/currencies/tezos/,XTZ,"$1,209,947,862.23",$1.74
16,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$1,092,986,551.07",$117.47
17,Chainlink,https://coinmarketcap.com/currencies/chainlink/,LINK,"$993,633,620.01",$2.84
18,UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,LEO,"$871,420,993.14",$0.87
19,IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,"$848,011,089.32",$0.31
20,Cosmos,https://coinmarketcap.com/currencies/cosmos/,ATOM,"$834,520,686.12",$4.38
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$156,238,987,739.91","$8,562.45"
2,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$24,069,393,931.83",$218.97
3,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$10,018,780,809.13",$0.23
4,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$5,735,791,486.26",$313.30
5,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$4,644,680,725.41",$1.00
6,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$4,182,980,992.03",$228.52
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$3,720,790,354.57",$57.96
8,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$3,253,825,123.55",$3.53
9,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$2,949,478,829.75",$18.96
10,Tezos,https://coinmarketcap.com/currencies/tezos/,XTZ,"$1,842,690,210.54",$2.62
11,Chainlink,https://coinmarketcap.com/currencies/chainlink/,LINK,"$1,357,836,407.04",$3.88
12,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,190,893,585.98",$0.05
13,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,136,566,220.94",$0.06
14,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$1,130,665,391.85",$64.74
15,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,100,215,361.47",$0.02
16,Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,HT,"$1,051,670,471.64",$4.60
17,UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,LEO,"$956,124,212.55",$0.96
18,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$902,890,981.98",$7.76
19,Neo,https://coinmarketcap.com/currencies/neo/,NEO,"$801,741,236.70",$11.37
20,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$796,493,790.01",$85.11
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$120,903,014,693.27","$6,606.78"
2,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$14,966,424,710.33",$135.63
3,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$7,702,917,453.98",$0.18
4,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$6,195,358,201.24",$1.00
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$4,113,674,253.45",$224.02
6,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$3,084,576,623.45",$168.00
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$2,536,712,327.13",$39.38
8,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,089,170,434.51",$2.27
9,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$1,981,787,100.92",$12.74
10,TAGZ5,https://coinmarketcap.com/currencies/tagz5/,TAGZ5,"$1,176,880,082.81",$3.05
11,Tezos,https://coinmarketcap.com/currencies/tezos/,XTZ,"$1,138,995,986.27",$1.62
12,UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,LEO,"$1,048,526,462.19",$1.05
13,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$849,270,096.57",$48.51
14,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$828,110,034.26",$0.04
15,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$799,975,595.10",$0.03
16,Chainlink,https://coinmarketcap.com/currencies/chainlink/,LINK,"$797,390,894.24",$2.28
17,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$771,873,065.36",$0.01
18,Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,HT,"$766,586,992.18",$3.39
19,Crypto.com Coin,https://coinmarketcap.com/currencies/crypto-com-coin/,CRO,"$698,816,660.95",$0.05
20,USD Coin,https://coinmarketcap.com/currencies/usd-coin/,USDC,"$685,000,022.55",$1.00
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$162,722,652,380.25","$8,864.77"
2,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$23,725,367,639.18",$214.22
3,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$9,671,641,236.18",$0.22
4,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$6,412,791,086.43",$1.01
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$4,731,861,572.66",$257.23
6,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$3,925,244,466.10",$213.40
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$3,089,051,663.34",$47.79
8,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$2,732,001,168.50",$17.56
9,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,662,300,025.13",$2.89
10,Tezos,https://coinmarketcap.com/currencies/tezos/,XTZ,"$1,994,930,396.73",$2.81
11,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,488,125,622.58",$0.07
12,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$1,329,014,979.17",$0.05
13,Chainlink,https://coinmarketcap.com/currencies/chainlink/,LINK,"$1,324,114,574.68",$3.78
14,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$1,118,780,763.78",$63.77
15,UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,LEO,"$1,067,784,354.69",$1.07
16,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,059,754,823.48",$0.02
17,Crypto.com Coin,https://coinmarketcap.com/currencies/crypto-com-coin/,CRO,"$959,773,096.71",$0.06
18,Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,HT,"$947,116,678.11",$4.25
19,Dash,https://coinmarketcap.com/currencies/dash/,DASH,"$788,672,292.59",$83.26
20,Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,ETC,"$776,703,003.47",$6.68
1,Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,BTC,"$186,993,405,740.45","$10,167.27"
2,Ethereum,https://coinmarketcap.com/currencies/ethereum/,ETH,"$27,459,257,209.33",$246.99
3,XRP,https://coinmarketcap.com/currencies/xrp/,XRP,"$9,274,691,762.97",$0.21
4,Tether,https://coinmarketcap.com/currencies/tether/,USDT,"$8,807,934,628.45",$1.00
5,Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,BCH,"$4,704,471,365.82",$255.35
6,Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,"$3,734,935,502.30",$202.74
7,Litecoin,https://coinmarketcap.com/currencies/litecoin/,LTC,"$3,121,604,528.60",$48.13
8,Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,BNB,"$2,786,431,039.39",$17.91
9,EOS,https://coinmarketcap.com/currencies/eos/,EOS,"$2,626,478,789.93",$2.81
10,Tezos,https://coinmarketcap.com/currencies/tezos/,XTZ,"$2,109,096,745.95",$2.96
11,Cardano,https://coinmarketcap.com/currencies/cardano/,ADA,"$2,104,444,095.66",$0.08
12,Crypto.com Coin,https://coinmarketcap.com/currencies/crypto-com-coin/,CRO,"$1,614,216,361.94",$0.09
13,Chainlink,https://coinmarketcap.com/currencies/chainlink/,LINK,"$1,533,224,811.19",$4.38
14,Stellar,https://coinmarketcap.com/currencies/stellar/,XLM,"$1,530,037,892.67",$0.08
15,UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,LEO,"$1,190,786,372.36",$1.19
16,Monero,https://coinmarketcap.com/currencies/monero/,XMR,"$1,189,235,134.74",$67.64
17,TRON,https://coinmarketcap.com/currencies/tron/,TRX,"$1,134,090,518.00",$0.02
18,Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,HT,"$916,801,354.78",$4.16
